Número do processos,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
7795125-83.2025.8.18.6671,1,1,0,1,1,0
4549930-29.2025.8.18.9372,1,1,1,1,1,0
6085264-59.2025.8.25.2586,1,1,0,1,1,0
9375404-61.2025.8.03.6902,1,1,1,1,1,1
1958101-83.2025.8.20.4647,1,1,0,1,1,1
7548229-24.2025.8.17.5927,1,1,1,0,1,1
4799815-85.2025.8.03.8740,1,0,1,1,1,1
2280907-61.2025.8.06.3037,0,1,1,1,1,1
6719968-48.2025.8.21.2885,0,1,1,1,1,1
1346870-31.2025.8.17.6090,1,1,0,1,1,1
7051579-78.2025.8.02.3293,1,1,1,1,1,1
6934192-12.2025.8.22.3417,0,1,0,1,1,1
3689709-53.2025.8.25.2299,1,1,1,1,1,1
5516122-13.2025.8.07.9329,1,1,0,1,1,1
7945567-68.2025.8.13.5794,0,1,0,1,1,0
4444070-73.2025.8.18.6235,1,1,1,1,1,0
8065355-53.2025.8.07.2738,1,1,0,1,1,1
9491441-74.2025.8.20.8799,1,1,1,1,1,1
3383261-38.2025.8.05.1075,0,1,0,1,1,1
5889627-75.2025.8.20.6827,1,0,0,0,1,1
6735682-76.2025.8.15.9920,1,1,0,1,1,1
3241669-12.2025.8.02.4105,1,1,1,1,1,1
2000231-20.2025.8.27.5771,1,0,1,1,1,1
3437822-28.2025.8.06.5185,0,1,1,1,1,1
6888687-39.2025.8.21.3319,0,0,0,1,1,1
2843538-04.2025.8.09.7671,1,0,1,0,1,0
1331855-35.2025.8.07.6438,0,1,1,0,0,1
9186820-54.2025.8.05.5052,1,0,1,1,1,1
1141987-57.2025.8.13.2416,1,1,1,1,1,0
9120878-14.2025.8.12.2992,1,1,1,0,1,1
8391514-38.2025.8.14.4552,1,1,0,0,0,1
6308925-16.2025.8.22.3859,1,0,0,1,0,1
6875205-94.2025.8.20.6871,1,1,0,0,1,1
2133317-30.2025.8.17.5405,1,1,1,1,0,1
7486543-26.2025.8.02.9107,0,0,1,1,1,1
2467414-41.2025.8.07.3264,0,1,0,0,1,1
4256612-26.2025.8.27.7863,1,1,0,1,1,1
7177522-77.2025.8.16.9569,1,1,1,1,1,1
1710894-15.2025.8.03.6929,1,0,0,1,1,1
9234696-08.2025.8.17.4420,0,1,1,1,1,1
4418728-84.2025.8.03.3289,0,0,1,1,1,1
4117165-33.2025.8.24.8166,1,1,0,1,1,0
5957036-55.2025.8.15.1652,1,1,0,0,1,0
5403848-56.2025.8.02.2142,1,1,1,1,1,1
1183087-79.2025.8.22.3314,1,1,1,0,1,1
9850320-52.2025.8.10.9303,1,0,0,1,0,1
2367896-43.2025.8.20.1448,1,1,1,1,1,1
3729513-17.2025.8.08.8092,0,0,1,1,0,1
1928733-68.2025.8.10.8063,1,0,1,0,1,1
2029781-31.2025.8.07.8357,1,1,1,0,1,1
2236008-65.2025.8.12.9839,1,1,1,1,0,1
5003331-38.2025.8.14.3981,1,1,1,1,0,1
9457372-90.2025.8.21.5485,1,1,1,0,0,0
3947278-08.2025.8.02.6948,0,1,1,1,1,1
8510798-75.2025.8.20.4008,0,1,1,1,0,1
1874956-77.2025.8.06.6816,1,1,0,1,1,1
4202359-94.2025.8.26.2369,0,0,1,0,0,1
9816913-75.2025.8.17.4776,0,1,1,1,1,0
7804060-58.2025.8.03.6265,1,1,1,1,0,1
6636852-71.2025.8.16.4837,1,1,0,1,0,1
3675187-90.2025.8.02.7855,1,1,0,1,0,1
9839379-74.2025.8.20.0262,0,0,0,1,1,1
1269492-01.2025.8.16.4731,1,1,1,1,1,1
9268322-54.2025.8.22.2895,1,1,1,1,1,1
9001439-79.2025.8.11.8654,1,1,0,1,1,1
1043506-36.2025.8.20.1882,0,1,1,1,1,1
4515062-42.2025.8.27.1812,0,1,1,1,1,1
4245583-91.2025.8.03.9401,1,1,0,1,1,0
4942922-88.2025.8.25.1874,1,1,1,1,1,1
1906159-41.2025.8.17.7534,1,1,1,1,0,1
9291102-65.2025.8.17.2093,1,1,0,1,1,1
5688312-66.2025.8.03.8153,0,1,1,1,0,0
6417412-00.2025.8.01.3197,0,1,1,1,1,0
8446539-40.2025.8.25.0310,1,1,1,1,1,1
8209601-34.2025.8.19.6638,1,1,1,1,0,1
7061627-13.2025.8.18.9725,1,1,1,1,1,1
2383317-02.2025.8.27.1206,1,1,1,1,1,1
2242807-46.2025.8.21.0639,1,1,1,0,1,1
4122932-31.2025.8.22.0203,1,0,1,1,1,1
3282277-61.2025.8.25.4252,1,1,1,1,1,0
3837847-61.2025.8.10.9939,1,1,1,0,0,1
1851406-56.2025.8.13.6371,1,1,0,1,1,1
6647739-87.2025.8.06.6782,1,1,1,0,1,0
6874231-22.2025.8.11.7868,0,0,0,1,1,1
6663617-66.2025.8.06.6320,1,1,0,1,1,1
5777808-64.2025.8.11.3789,1,1,1,1,1,1
3202943-48.2025.8.15.9380,1,1,1,1,1,1
9875567-03.2025.8.22.0575,1,1,0,1,1,1
8249970-86.2025.8.22.1451,1,1,1,1,1,0
4343248-16.2025.8.03.4803,0,1,1,1,1,1
1734985-84.2025.8.04.6581,0,0,0,1,1,1
8118324-65.2025.8.21.7549,0,1,0,1,0,0
4766010-17.2025.8.03.7918,1,1,1,0,1,1
6681238-71.2025.8.08.0318,1,1,1,1,1,1
2631731-65.2025.8.07.4935,0,0,0,1,1,1
3746956-20.2025.8.20.2060,1,1,1,1,1,1
4324554-34.2025.8.12.1328,1,1,1,1,0,0
9569595-96.2025.8.19.2822,1,1,1,0,0,1
5651014-62.2025.8.01.6117,1,1,1,1,1,0
3819113-65.2025.8.15.6125,1,1,1,0,1,1
3429741-98.2025.8.01.3838,1,1,1,1,1,1
6068610-50.2025.8.25.4170,1,1,0,1,1,1
1154782-93.2025.8.15.6436,1,1,1,1,0,1
3139076-53.2025.8.07.3666,1,0,0,1,1,1
1837531-84.2025.8.16.0642,1,1,0,0,1,1
9296650-43.2025.8.07.0088,1,1,0,1,0,1
1102203-98.2025.8.01.5782,1,1,0,1,0,1
1121270-09.2025.8.18.8854,1,1,1,1,1,1
6814339-58.2025.8.06.6573,1,1,1,1,1,0
4866407-65.2025.8.22.8451,1,1,0,1,1,0
9396240-70.2025.8.04.4074,0,1,0,1,1,1
5143767-01.2025.8.05.8585,0,0,0,1,0,1
1990067-56.2025.8.10.2707,1,1,1,0,1,1
1173913-46.2025.8.17.6820,1,0,0,1,1,1
7369741-43.2025.8.08.2081,0,1,0,1,1,1
8807861-66.2025.8.08.8202,1,1,1,1,1,1
3126024-21.2025.8.13.0218,0,0,0,1,1,1
3668633-84.2025.8.12.8012,0,0,0,1,0,1
3514454-05.2025.8.10.3116,0,0,0,1,0,0
5793000-83.2025.8.18.5412,1,1,0,0,0,0
9095708-93.2025.8.20.9202,1,0,1,1,0,0
6949529-61.2025.8.15.5461,1,1,0,0,1,1
4145385-99.2025.8.27.3264,1,1,1,1,1,1
6152665-08.2025.8.17.9695,1,1,1,1,1,1
9029759-75.2025.8.14.7106,1,1,1,1,1,1
2479704-98.2025.8.20.5533,1,1,1,1,1,1
1075245-03.2025.8.08.2804,0,1,1,1,1,1
2449219-82.2025.8.18.6272,1,1,0,0,0,0
9184000-14.2025.8.11.4068,1,1,1,1,1,1
4670734-19.2025.8.03.3019,0,1,1,1,1,0
8305931-45.2025.8.11.6597,1,1,0,0,1,1
1366065-56.2025.8.18.6793,1,1,0,1,0,1
9941019-09.2025.8.21.0524,0,0,1,0,1,1
2068791-76.2025.8.13.9528,1,1,1,1,0,0
3827122-93.2025.8.06.1704,0,0,0,0,1,1
9807957-80.2025.8.05.8233,1,0,1,1,1,0
5322389-41.2025.8.15.9670,1,1,1,1,0,1
8517487-62.2025.8.24.6795,0,1,1,1,1,1
9597873-23.2025.8.19.6566,1,1,1,1,1,1
7397779-56.2025.8.05.8031,1,1,1,0,1,1
8550329-99.2025.8.01.7503,1,1,1,0,1,1
2564693-52.2025.8.09.3898,0,1,1,1,1,0
8309786-21.2025.8.07.1249,1,1,1,0,1,0
9993948-30.2025.8.15.3403,1,1,1,1,1,0
2219613-48.2025.8.17.5068,1,1,1,1,1,1
4356653-57.2025.8.26.4756,0,1,0,1,0,1
4094598-88.2025.8.11.6839,1,1,0,1,0,1
9057433-69.2025.8.18.8299,1,1,0,0,1,1
2465027-38.2025.8.07.8152,1,1,0,1,1,0
8811618-53.2025.8.18.5926,1,1,1,1,1,1
6073101-67.2025.8.04.3307,1,1,0,0,1,0
1133429-41.2025.8.21.6051,1,1,1,1,1,1
1422559-61.2025.8.14.4661,1,1,1,0,1,0
2328175-64.2025.8.09.1103,0,1,1,1,1,1
9801439-61.2025.8.22.2683,1,1,0,0,1,1
9310064-60.2025.8.08.3290,1,0,0,1,1,1
5900257-46.2025.8.15.1767,1,1,1,1,1,1
2298032-76.2025.8.16.4943,0,1,0,1,1,1
3327438-03.2025.8.25.1513,0,0,0,1,1,1
2983103-12.2025.8.13.3260,1,1,0,0,1,1
4008125-31.2025.8.05.1794,0,0,1,1,0,0
1516117-30.2025.8.26.1575,1,1,0,1,1,0
9927668-47.2025.8.17.3048,1,1,1,1,1,1
6901478-31.2025.8.09.8640,1,1,0,0,1,1
6404842-53.2025.8.05.5757,1,1,1,0,1,1
7253486-61.2025.8.21.8909,1,1,1,0,1,1
1832860-14.2025.8.17.0265,1,1,1,0,0,1
8543714-47.2025.8.13.9098,1,1,1,0,1,1
1686104-24.2025.8.27.4911,1,1,1,1,1,1
3784276-75.2025.8.27.0466,1,1,0,1,1,0
7904240-15.2025.8.27.2212,0,1,0,1,0,0
8002609-18.2025.8.06.2415,1,0,0,0,1,1
8440191-54.2025.8.14.0503,1,1,1,1,1,1
5892529-73.2025.8.25.4221,1,1,1,1,1,1
4225387-67.2025.8.09.1753,1,1,1,1,1,1
8622972-93.2025.8.22.9440,1,1,1,1,0,1
4790416-77.2025.8.08.0805,1,1,0,1,1,1
9615684-64.2025.8.14.4465,1,1,0,1,1,1
8063195-65.2025.8.11.5930,1,0,0,1,1,1
3214613-24.2025.8.26.2090,1,1,1,1,0,1
5820372-22.2025.8.01.4467,0,1,0,1,1,1
2100505-71.2025.8.26.9313,1,1,1,1,1,1
9431506-53.2025.8.06.1094,1,1,1,1,1,1
7666624-71.2025.8.04.7010,0,1,1,1,1,1
5730637-60.2025.8.27.9631,1,1,0,1,1,1
9742154-48.2025.8.22.4801,1,1,1,1,1,1
4930964-58.2025.8.19.7049,1,1,0,1,1,1
3946155-61.2025.8.01.1769,0,1,0,1,1,0
4192056-06.2025.8.25.0394,0,0,1,0,1,0
4270959-38.2025.8.20.6259,1,1,1,1,1,0
9495406-43.2025.8.01.2989,1,1,1,1,0,0
1723387-89.2025.8.18.5139,1,1,1,1,1,1
8195554-43.2025.8.07.9580,1,1,1,1,1,1
2499354-30.2025.8.14.1198,1,1,1,1,0,1
2131346-68.2025.8.22.1868,0,0,1,1,1,0
1075897-98.2025.8.09.5190,1,1,0,1,1,1
7663264-15.2025.8.04.2589,1,1,1,0,1,1
6199746-73.2025.8.07.7431,0,1,0,1,0,1
9017059-45.2025.8.16.0539,1,1,1,1,1,1
5626232-55.2025.8.12.4420,1,1,1,0,0,0
2875554-13.2025.8.19.5375,0,0,0,0,1,1
8987979-83.2025.8.12.8222,0,0,0,0,1,0
4593030-35.2025.8.04.1871,0,0,1,1,0,1
7954180-10.2025.8.19.2022,0,1,1,0,1,0
3809787-86.2025.8.07.2426,1,1,1,1,0,1
1679505-30.2025.8.07.3065,0,0,1,1,1,1
2143072-17.2025.8.03.8936,0,1,0,0,1,1
1548406-47.2025.8.11.0404,1,1,1,0,1,1
8294392-74.2025.8.04.3364,0,0,0,0,1,1
3258579-62.2025.8.24.0018,1,1,1,1,1,1
9888942-79.2025.8.10.4465,0,1,1,1,0,1
1801174-30.2025.8.06.4707,0,1,1,0,1,1
9887243-37.2025.8.22.9943,1,1,1,0,1,1
4182425-26.2025.8.08.9695,0,1,0,1,0,1
5272564-09.2025.8.06.9301,1,1,1,1,1,0
6320982-38.2025.8.09.0228,0,0,0,1,0,0
6735850-41.2025.8.06.6582,0,0,0,1,0,1
3387658-97.2025.8.21.9470,0,0,1,1,0,1
8845526-15.2025.8.24.4795,1,1,0,0,1,1
4320950-07.2025.8.26.0956,1,1,0,1,1,1
4694870-17.2025.8.26.7968,1,1,1,0,1,0
4848126-72.2025.8.18.2357,0,1,1,1,1,0
7743996-81.2025.8.20.2910,1,1,0,0,1,1
3240681-16.2025.8.12.7393,1,1,1,1,1,0
5850354-32.2025.8.18.7731,1,1,0,1,1,1
6406082-77.2025.8.07.3281,0,0,1,0,0,0
4745346-14.2025.8.24.0009,1,1,1,1,1,1
5285652-86.2025.8.22.7944,1,1,1,0,1,1
4327552-84.2025.8.18.6919,1,1,0,0,1,1
7781974-93.2025.8.09.9825,1,1,0,1,1,1
6313434-16.2025.8.03.3515,1,0,1,0,1,1
2961033-76.2025.8.20.0285,1,1,1,1,1,1
5081832-88.2025.8.09.5395,1,1,1,1,1,1
5612332-73.2025.8.16.1731,0,1,1,1,1,0
5762032-70.2025.8.16.7861,0,1,1,1,0,1
1050658-68.2025.8.16.4294,1,1,1,1,0,1
7128669-29.2025.8.26.4492,0,1,1,1,1,1
2118676-96.2025.8.13.1645,1,1,1,1,1,0
3708496-62.2025.8.07.1136,1,0,0,1,0,1
1041948-23.2025.8.12.4265,1,1,0,1,1,1
8385932-05.2025.8.13.4897,1,1,1,1,1,1
1694091-15.2025.8.05.2884,1,1,1,1,0,1
4343889-99.2025.8.19.3797,1,1,1,1,0,1
4361757-73.2025.8.02.8968,1,1,1,0,1,0
1213837-07.2025.8.03.1274,1,1,1,0,1,1
3700249-08.2025.8.11.2079,1,1,0,1,1,1
8758652-24.2025.8.25.7167,0,0,0,1,1,1
8238322-62.2025.8.09.2985,1,1,1,1,0,1
3844240-87.2025.8.06.8785,1,1,1,1,0,1
7878714-80.2025.8.14.4571,1,1,1,1,1,0
9478579-38.2025.8.16.4606,1,0,1,0,1,1
3950210-20.2025.8.24.4125,1,1,0,0,0,1
2569704-82.2025.8.25.1032,0,0,0,1,0,1
7240370-72.2025.8.20.8949,1,0,1,1,0,1
8719649-44.2025.8.06.1364,1,1,1,1,0,1
4931008-78.2025.8.06.6907,0,1,1,1,0,1
1221515-46.2025.8.14.9649,1,1,1,0,0,1
8388940-51.2025.8.25.8127,0,1,0,1,1,1
8520970-05.2025.8.24.9635,1,1,1,0,1,1
4685315-72.2025.8.14.7323,0,1,1,1,0,1
9959239-40.2025.8.27.2953,1,1,1,1,1,1
6324953-76.2025.8.19.7309,0,0,1,1,0,0
6423888-27.2025.8.14.1294,1,1,0,0,1,0
5784127-05.2025.8.19.3045,1,1,1,1,0,0
3784919-35.2025.8.02.5514,1,1,1,0,1,1
7721730-66.2025.8.02.8185,1,1,1,1,1,1
3856850-22.2025.8.20.8105,1,1,1,1,1,0
2280961-48.2025.8.07.9124,1,1,1,0,1,1
8719951-03.2025.8.02.2575,1,0,0,1,1,1
3413870-67.2025.8.15.5946,0,0,1,1,1,1
2156799-63.2025.8.27.6069,1,1,1,1,1,1
3477233-67.2025.8.06.4994,0,1,1,0,1,1
8914905-66.2025.8.07.3559,1,1,0,1,0,1
9356308-02.2025.8.26.7303,0,1,1,1,1,0
9167145-94.2025.8.03.7586,0,0,0,0,1,1
1692459-70.2025.8.12.0016,1,1,0,1,0,1
8133029-28.2025.8.18.7859,1,1,1,1,1,1
8052795-39.2025.8.01.7318,1,0,1,1,1,1
7426744-88.2025.8.08.6518,1,1,1,1,1,1
8708270-43.2025.8.12.8406,1,1,0,1,1,0
7670754-27.2025.8.10.3814,0,0,0,0,1,1
1371858-70.2025.8.19.0265,0,1,0,1,1,1
6599191-09.2025.8.19.1079,1,1,1,1,1,0
9481004-06.2025.8.12.0669,1,1,1,1,0,1
7705095-45.2025.8.19.9904,1,1,1,1,1,0
5911839-49.2025.8.06.0274,0,1,1,1,0,1
4143415-53.2025.8.06.9079,1,1,1,0,0,1
9478466-81.2025.8.25.8921,1,1,1,1,1,1
4084754-29.2025.8.12.0015,1,1,0,0,1,1
8122983-92.2025.8.14.4448,1,1,0,0,1,1
6443118-79.2025.8.09.9980,1,1,0,1,1,1
3673522-43.2025.8.03.1664,1,0,0,0,1,0
1685270-96.2025.8.06.3951,1,1,1,1,0,1
8300319-25.2025.8.13.0394,1,1,1,0,0,1
6454940-85.2025.8.26.7921,1,1,1,1,1,0
1827087-60.2025.8.27.4094,1,0,0,0,1,0
1604897-73.2025.8.16.0085,1,1,1,1,1,1
5684183-50.2025.8.15.3440,1,1,0,1,1,0
4776055-73.2025.8.13.4556,1,1,1,1,1,1
8828967-92.2025.8.18.7306,1,1,1,0,1,1
7990977-30.2025.8.18.1335,1,1,0,1,1,1
4889223-26.2025.8.10.6146,1,1,1,1,0,0
6340633-62.2025.8.17.5697,1,1,0,0,0,1
6487622-64.2025.8.08.1189,0,1,0,1,1,0
2090141-83.2025.8.19.8013,1,1,1,0,1,1
4595745-11.2025.8.26.8094,0,1,1,0,1,1
5946060-13.2025.8.12.7520,1,1,1,1,1,1
1312500-01.2025.8.01.5960,1,1,1,1,1,1
4987175-55.2025.8.06.4200,1,1,1,0,1,1
1324511-44.2025.8.25.5104,1,1,1,1,1,1
1815245-61.2025.8.12.4952,1,1,1,1,1,0
2056953-61.2025.8.20.8495,1,1,1,1,1,1
6113073-47.2025.8.16.9066,1,1,1,0,1,1
4086794-40.2025.8.17.8827,0,1,0,0,0,0
9266571-07.2025.8.13.5866,1,1,0,1,1,1
1994364-24.2025.8.03.7074,0,0,1,1,1,1
3199980-66.2025.8.21.3716,1,1,1,1,1,1
5682359-31.2025.8.18.8798,1,1,1,1,1,1
1644121-07.2025.8.09.8204,0,1,0,1,1,0
3124078-74.2025.8.11.3917,1,1,1,1,1,1
4216955-39.2025.8.08.3322,1,1,1,0,1,1
2804055-89.2025.8.10.0113,1,1,1,0,1,1
7915383-18.2025.8.26.0027,1,1,0,1,1,0
9752452-90.2025.8.13.4636,1,1,1,1,1,0
3740953-34.2025.8.22.6729,0,1,1,0,1,1
6100405-16.2025.8.03.4805,0,1,0,1,1,1
5449713-72.2025.8.20.5908,1,1,1,0,1,0
4826683-93.2025.8.18.8354,1,1,1,0,1,1
9682338-99.2025.8.20.7903,1,1,1,1,1,0
8817687-72.2025.8.04.6917,0,0,0,1,0,1
5788479-81.2025.8.14.7098,0,0,0,0,0,1
1039935-90.2025.8.16.5935,1,1,1,1,1,1
4468547-90.2025.8.24.4739,1,1,0,1,0,1
2530282-59.2025.8.17.8387,1,1,1,1,1,1
8114722-44.2025.8.24.2681,1,1,1,1,0,1
6514463-48.2025.8.10.1083,1,1,1,1,1,0
1331013-03.2025.8.25.7215,0,1,1,0,1,1
3848008-31.2025.8.11.2559,1,1,1,1,1,1
2842756-80.2025.8.05.0159,0,0,0,1,1,0
2379573-66.2025.8.19.3109,0,0,1,1,0,1
5832141-18.2025.8.10.6690,1,1,1,1,1,0
7595703-82.2025.8.20.0175,1,1,1,1,1,1
2761035-35.2025.8.01.1205,0,1,0,0,1,1
4967599-82.2025.8.18.6316,1,1,1,1,0,1
4206447-04.2025.8.02.7202,0,0,0,1,0,1
2697547-09.2025.8.16.8570,0,1,0,1,1,0
7587438-20.2025.8.06.0539,0,1,1,0,1,1
3185042-68.2025.8.26.9978,0,1,1,1,1,1
8974830-74.2025.8.22.3698,0,0,0,0,0,1
9374479-33.2025.8.21.1108,1,1,1,1,0,1
3445125-80.2025.8.15.3059,0,0,0,0,0,1
4105563-82.2025.8.12.9469,1,1,1,1,1,0
8827287-21.2025.8.17.5720,1,1,1,1,0,1
6949911-03.2025.8.13.5811,1,1,1,1,1,1
8967493-80.2025.8.08.7775,0,0,1,0,1,1
4389232-09.2025.8.20.9130,1,1,1,1,1,1
4264648-47.2025.8.02.2064,1,1,1,0,0,1
8908382-83.2025.8.13.2905,1,1,1,0,1,1
7886266-26.2025.8.18.6656,1,1,0,0,1,1
8861776-84.2025.8.12.2139,1,1,0,0,1,1
8453433-38.2025.8.14.7988,0,0,0,1,1,1
1956470-41.2025.8.06.7231,1,1,1,1,1,1
1530546-94.2025.8.17.0493,1,1,1,1,1,0
2000939-45.2025.8.16.7615,1,1,0,0,0,0
9379765-80.2025.8.26.3781,1,1,0,0,1,1
2648550-43.2025.8.05.9866,1,1,0,1,1,1
6034203-37.2025.8.16.1700,1,1,1,0,1,1
9515090-94.2025.8.13.1629,1,1,0,1,1,1
3000232-64.2025.8.09.1820,1,1,1,0,1,1
3284972-62.2025.8.15.9792,1,1,1,1,1,0
9675692-21.2025.8.14.3879,0,1,1,1,1,1
4259030-85.2025.8.27.7189,1,1,1,1,0,1
4121800-62.2025.8.11.5249,1,1,1,1,1,1
7843504-32.2025.8.02.8094,0,0,1,1,1,1
7213424-94.2025.8.09.5767,1,1,1,1,1,0
6081641-17.2025.8.02.5448,1,0,1,0,1,0
2813324-05.2025.8.17.9480,1,1,0,1,1,1
7819576-91.2025.8.16.4988,0,0,0,1,1,1
4136351-47.2025.8.06.0083,1,1,0,0,1,1
2370745-21.2025.8.24.6422,1,1,1,0,0,1
3734340-25.2025.8.20.2286,1,1,0,1,0,1
8699318-95.2025.8.22.3050,1,1,0,1,1,1
1307332-07.2025.8.16.0115,1,1,0,1,1,1
4055649-07.2025.8.12.0686,1,1,0,1,1,1
3483801-45.2025.8.25.3200,0,1,1,0,0,0
5252625-53.2025.8.13.7376,1,1,0,1,1,0
6012588-27.2025.8.20.3756,1,1,0,0,1,1
5787794-09.2025.8.15.4457,1,1,1,1,1,1
6070015-87.2025.8.07.3383,0,1,1,0,0,1
9984597-88.2025.8.13.9636,1,1,0,1,1,0
3866564-04.2025.8.12.0774,1,1,1,0,0,1
5319404-65.2025.8.03.7291,1,1,1,0,1,1
3174607-43.2025.8.19.7021,0,1,0,0,1,1
8908899-54.2025.8.18.4731,1,1,1,0,1,1
4625616-22.2025.8.07.8848,0,1,1,1,1,1
8619878-27.2025.8.04.1507,1,1,1,0,0,1
1391871-33.2025.8.27.7552,0,1,0,1,1,1
8907773-52.2025.8.15.9924,1,1,1,0,1,1
1886317-09.2025.8.07.2411,0,0,0,0,1,1
1851355-22.2025.8.11.7240,1,1,0,1,0,1
6436758-14.2025.8.20.3220,1,1,1,0,1,0
9678998-32.2025.8.09.6087,1,1,1,1,1,1
4496000-86.2025.8.03.3377,1,1,0,1,1,0
8629277-46.2025.8.20.4179,0,0,1,1,1,1
1709009-44.2025.8.14.8091,1,0,0,1,1,1
7261706-60.2025.8.17.8967,1,1,0,1,1,0
5538422-12.2025.8.11.4577,1,1,1,1,0,1
7036867-01.2025.8.25.0110,1,1,1,1,1,1
7877017-66.2025.8.09.1420,0,1,1,0,1,1
5749381-38.2025.8.07.9203,1,1,1,1,0,1
2376294-56.2025.8.08.0826,1,1,1,1,1,0
2225026-69.2025.8.20.1916,0,0,1,0,1,1
7947276-79.2025.8.26.4692,1,0,1,1,0,0
4565849-30.2025.8.18.2320,0,1,0,1,1,1
7536472-07.2025.8.10.0168,1,1,0,1,1,0
2132819-93.2025.8.05.9632,0,1,0,1,1,0
3159123-86.2025.8.27.5110,1,1,1,0,0,0
5027332-14.2025.8.08.2594,0,1,0,1,1,1
1849241-12.2025.8.04.4961,0,0,1,1,1,1
6958293-77.2025.8.16.7003,0,1,0,0,1,1
2113321-80.2025.8.21.5959,1,1,0,0,1,1
1270757-39.2025.8.26.5861,1,1,0,0,1,0
7944981-09.2025.8.15.7628,1,1,1,1,1,1
6637532-51.2025.8.03.2390,1,1,0,1,1,1
4939839-88.2025.8.24.5902,0,1,1,0,0,0
6269655-03.2025.8.03.8664,1,1,0,0,1,0
5976179-98.2025.8.05.3467,1,1,1,1,0,0
2845143-61.2025.8.12.0797,0,1,0,1,0,1
8143610-86.2025.8.11.8381,1,1,1,0,1,1
1332785-08.2025.8.25.3520,1,1,1,0,0,1
4713198-93.2025.8.24.1703,1,1,0,1,1,0
2051567-61.2025.8.26.8832,1,1,1,0,1,1
5193795-03.2025.8.22.4035,1,1,1,0,1,1
4922800-93.2025.8.13.3663,1,1,1,1,1,1
3068980-69.2025.8.19.2997,1,1,1,0,1,1
2261740-10.2025.8.03.6957,0,1,1,1,1,1
1263948-22.2025.8.22.2478,1,0,0,1,1,1
2443734-13.2025.8.04.7945,0,1,1,0,1,1
6665538-50.2025.8.12.0913,0,1,1,1,1,1
2460812-18.2025.8.13.1284,0,1,0,1,1,1
6011828-24.2025.8.19.7164,0,0,1,1,0,1
6360932-61.2025.8.10.3179,1,1,1,1,1,1
4437344-87.2025.8.22.6108,1,0,1,1,1,0
1686514-01.2025.8.01.6477,1,1,0,1,1,1
7975786-90.2025.8.09.6676,1,1,0,1,1,1
4573673-80.2025.8.01.2031,1,1,1,0,1,1
4590210-22.2025.8.10.4397,1,1,1,0,1,1
1206627-95.2025.8.03.4849,0,1,0,1,1,1
9075370-57.2025.8.13.1210,1,1,1,1,0,1
9431938-73.2025.8.19.3108,0,0,0,1,0,1
5877577-20.2025.8.16.3049,0,1,0,1,1,1
9024028-28.2025.8.17.0144,1,1,0,1,1,1
7046488-58.2025.8.08.6323,1,1,1,1,1,1
9378657-50.2025.8.08.9685,1,0,1,1,1,1
2435469-95.2025.8.14.8263,1,1,1,0,1,1
8438953-24.2025.8.21.1346,1,1,0,1,1,1
5409538-54.2025.8.11.8059,0,1,1,1,1,1
4950469-65.2025.8.17.5283,1,1,1,1,1,1
5778782-20.2025.8.26.1247,1,1,0,0,1,1
5290621-39.2025.8.12.4686,1,1,1,1,1,1
1350027-73.2025.8.16.1973,1,1,1,0,1,1
8961928-08.2025.8.22.1981,1,1,1,0,1,1
6868133-82.2025.8.16.7798,1,1,1,0,0,1
3141845-98.2025.8.26.6800,1,1,1,1,1,1
5093199-52.2025.8.20.0291,0,1,1,1,1,1
3782376-95.2025.8.11.4517,1,1,1,1,0,1
8815265-31.2025.8.10.0619,0,1,0,1,1,1
8418742-49.2025.8.25.2636,1,1,1,1,1,0
1155329-25.2025.8.03.8263,0,0,0,0,1,0
5060354-93.2025.8.20.6100,1,1,1,1,1,1
8888105-26.2025.8.16.6231,1,1,0,1,1,1
4784752-21.2025.8.22.9561,1,1,1,1,0,1
9706027-43.2025.8.03.9002,1,1,1,1,1,1
7708153-75.2025.8.24.0720,1,1,0,0,1,1
9588223-17.2025.8.12.2662,1,1,1,0,1,1
8698463-38.2025.8.15.4836,1,1,0,1,1,1
1960356-65.2025.8.20.8836,1,1,0,0,1,1
6761693-41.2025.8.17.4171,0,1,0,0,1,1
7506121-50.2025.8.08.3919,1,1,1,1,1,1
3359676-83.2025.8.22.6604,1,1,1,0,1,1
1144470-86.2025.8.13.2133,1,1,0,1,0,0
2744495-38.2025.8.15.0069,0,1,1,1,1,1
4332097-16.2025.8.12.3501,1,0,1,1,0,1
6370789-43.2025.8.27.7812,1,1,1,1,1,1
8863503-70.2025.8.19.9156,1,1,1,1,1,1
1841467-26.2025.8.22.2275,0,0,0,1,1,1
5440782-10.2025.8.14.1145,1,1,0,1,1,1
5133169-91.2025.8.12.1679,0,1,1,1,0,0
8156443-05.2025.8.03.7328,0,1,0,0,1,0
6333288-96.2025.8.06.9421,1,1,1,0,1,0
9081797-10.2025.8.08.0364,1,1,1,1,0,1
1046336-83.2025.8.11.9147,0,1,0,1,1,1
9231101-93.2025.8.08.1911,1,1,1,1,1,1
6041640-64.2025.8.10.0460,1,1,0,1,0,1
9437913-63.2025.8.25.7289,1,1,1,1,1,1
4811001-76.2025.8.10.6645,1,1,1,1,1,1
3099903-32.2025.8.09.1860,1,1,0,1,1,0
